"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Slovenia","2002","Total","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2003","14736",""
"Slovenia","2002","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2003","47488",""
"Slovenia","2002","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2003","99",""
"Slovenia","2002","Total","Both Sexes","Oriental","Census - de jure - complete tabulation","Final figure, complete","2003","1026",""
"Slovenia","2002","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2003","45908",""
"Slovenia","2002","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2003","558",""
"Slovenia","2002","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2003","1877",""
"Slovenia","2002","Total","Both Sexes","Other Protestant","Census - de jure - complete tabulation","Final figure, complete","2003","1399",""
"Slovenia","2002","Total","Both Sexes","Didn't answer","Census - de jure - complete tabulation","Final figure, complete","2003","307973",""
"Slovenia","2002","Total","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2003","68714",""
"Slovenia","2002","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2003","139097",""
"South Africa","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2005","44819778",""
"South Africa","2001","Total","Both Sexes","African Traditional Belief","Census - de facto - complete tabulation","Final figure, complete","2005","125903",""
"South Africa","2001","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","2005","1722076",""
"South Africa","2001","Total","Both Sexes","Apostolic Faith Mission of SA","Census - de facto - complete tabulation","Final figure, complete","2005","246190",""
"South Africa","2001","Total","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2005","691237",""
"South Africa","2001","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2005","3181336",""
"South Africa","2001","Total","Both Sexes","Congregational","Census - de facto - complete tabulation","Final figure, complete","2005","508825",""
"South Africa","2001","Total","Both Sexes","Dutch Reformed","Census - de facto - complete tabulation","Final figure, complete","2005","3005698",""
"South Africa","2001","Total","Both Sexes","Ethiopian Churches","Census - de facto - complete tabulation","Final figure, complete","2005","880414",""
"South Africa","2001","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2005","551669",""
"South Africa","2001","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2005","654064",""
"South Africa","2001","Total","Both Sexes","Judaism","Census - de facto - complete tabulation","Final figure, complete","2005","75555",""
"South Africa","2001","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2005","1130987",""
"South Africa","2001","Total","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2005","3305404",""
"South Africa","2001","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2005","42251",""
"South Africa","2001","Total","Both Sexes","Pentecostal","Census - de facto - complete tabulation","Final figure, complete","2005","3422749",""
"South Africa","2001","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2005","832495",""
"South Africa","2001","Total","Both Sexes","Other African Independent Churches","Census - de facto - complete tabulation","Final figure, complete","2005","656644",""
"South Africa","2001","Total","Both Sexes","Other Apostolic Churches","Census - de facto - complete tabulation","Final figure, complete","2005","5609070",""
"South Africa","2001","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2005","3195477",""
"South Africa","2001","Total","Both Sexes","Other Reformed Church","Census - de facto - complete tabulation","Final figure, complete","2005","226495",""
"South Africa","2001","Total","Both Sexes","Other Zionist Churches","Census - de facto - complete tabulation","Final figure, complete","2005","1887147",""
"South Africa","2001","Total","Both Sexes","Refused to answer","Census - de facto - complete tabulation","Final figure, complete","2005","610971",""
"South Africa","2001","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2005","6767165",""
"South Africa","2001","Total","Both Sexes","Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2005","4971932",""
"South Africa","2001","Total","Both Sexes","Ibandlalama Nazaretha","Census - de facto - complete tabulation","Final figure, complete","2005","248824",""
"South Africa","2001","Total","Both Sexes","Other Faiths","Census - de facto - complete tabulation","Final figure, complete","2005","269200",""
"South Africa","1996","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2000","40583574",""
"South Africa","1996","Total","Both Sexes","African Methodist Episcopal Church","Census - de facto - complete tabulation","Final figure, complete","2000","291118",""
"South Africa","1996","Total","Both Sexes","African Traditional Belief","Census - de facto - complete tabulation","Final figure, complete","2000","17084",""
"South Africa","1996","Total","Both Sexes","Afrikaanse Protestante Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","24642",""
"South Africa","1996","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","2000","1476031",""
"South Africa","1996","Total","Both Sexes","Apostolic Faith Mission of SA","Census - de facto - complete tabulation","Final figure, complete","2000","1124067",""
"South Africa","1996","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2000","293592",""
"South Africa","1996","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2000","2264",""
"South Africa","1996","Total","Both Sexes","Bandla Lama Nazaretha","Census - de facto - complete tabulation","Final figure, complete","2000","454761",""
"South Africa","1996","Total","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2000","299899",""
"South Africa","1996","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2000","2082",""
"South Africa","1996","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2000","98325",""
"South Africa","1996","Total","Both Sexes","Christian Science","Census - de facto - complete tabulation","Final figure, complete","2000","2058",""
"South Africa","1996","Total","Both Sexes","Church of England","Census - de facto - complete tabulation","Final figure, complete","2000","123970",""
"South Africa","1996","Total","Both Sexes","Church of Jesus Christ of Latter-day Saints","Census - de facto - complete tabulation","Final figure, complete","2000","9759",""
"South Africa","1996","Total","Both Sexes","Confucian","Census - de facto - complete tabulation","Final figure, complete","2000","584",""
"South Africa","1996","Total","Both Sexes","Dutch Reformed","Census - de facto - complete tabulation","Final figure, complete","2000","3527075",""
"South Africa","1996","Total","Both Sexes","Ethiopian Churches","Census - de facto - complete tabulation","Final figure, complete","2000","474254",""
"South Africa","1996","Total","Both Sexes","Ethnic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","35524",""
"South Africa","1996","Total","Both Sexes","Greek Orthodox","Census - de facto - complete tabulation","Final figure, complete","2000","19842",""
"South Africa","1996","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2000","537429",""
"South Africa","1996","Total","Both Sexes","International Fellowship of Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","36978",""
"South Africa","1996","Total","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2000","168783",""
"South Africa","1996","Total","Both Sexes","Judaism","Census - de facto - complete tabulation","Final figure, complete","2000","68059",""
"South Africa","1996","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2000","1034201",""
"South Africa","1996","Total","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2000","2711136",""
"South Africa","1996","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2000","553585",""
"South Africa","1996","Total","Both Sexes","NA: Institution","Census - de facto - complete tabulation","Final figure, complete","2000","776975",""
"South Africa","1996","Total","Both Sexes","Nederduits Hervormde Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","173021",""
"South Africa","1996","Total","Both Sexes","New Age","Census - de facto - complete tabulation","Final figure, complete","2000","3372",""
"South Africa","1996","Total","Both Sexes","New Apostolic","Census - de facto - complete tabulation","Final figure, complete","2000","208966",""
"South Africa","1996","Total","Both Sexes","Pentecostal","Census - de facto - complete tabulation","Final figure, complete","2000","137819",""
"South Africa","1996","Total","Both Sexes","Pinkster Protestante Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","68271",""
"South Africa","1996","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2000","645681",""
"South Africa","1996","Total","Both Sexes","Reformed Churches","Census - de facto - complete tabulation","Final figure, complete","2000","188793",""
"South Africa","1996","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2000","3372494",""
"South Africa","1996","Total","Both Sexes","Salvation Army","Census - de facto - complete tabulation","Final figure, complete","2000","49093",""
"South Africa","1996","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2000","91802",""
"South Africa","1996","Total","Both Sexes","Taoist","Census - de facto - complete tabulation","Final figure, complete","2000","5133",""
"South Africa","1996","Total","Both Sexes","United Church","Census - de facto - complete tabulation","Final figure, complete","2000","344098",""
"South Africa","1996","Total","Both Sexes","Other African Apostolic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","12700",""
"South Africa","1996","Total","Both Sexes","Other African Independent Churches","Census - de facto - complete tabulation","Final figure, complete","2000","229038",""
"South Africa","1996","Total","Both Sexes","Other Apostolic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","3077788",""
"South Africa","1996","Total","Both Sexes","Other Assemblies","Census - de facto - complete tabulation","Final figure, complete","2000","75188",""
"South Africa","1996","Total","Both Sexes","Other Baptist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","139780",""
"South Africa","1996","Total","Both Sexes","Other Catholic","Census - de facto - complete tabulation","Final figure, complete","2000","54031",""
"South Africa","1996","Total","Both Sexes","Other Charismatic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","8819",""
"South Africa","1996","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2000","1261856",""
"South Africa","1996","Total","Both Sexes","Other Congregational Churches","Census - de facto - complete tabulation","Final figure, complete","2000","85770",""
"South Africa","1996","Total","Both Sexes","Other Evangelical Churches","Census - de facto - complete tabulation","Final figure, complete","2000","638412",""
"South Africa","1996","Total","Both Sexes","Other Lutheran Churches","Census - de facto - complete tabulation","Final figure, complete","2000","16992",""
"South Africa","1996","Total","Both Sexes","Other Methodist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","97513",""
"South Africa","1996","Total","Both Sexes","Other Orthodox Churches","Census - de facto - complete tabulation","Final figure, complete","2000","13823",""
"South Africa","1996","Total","Both Sexes","Other Pentecostal Churches","Census - de facto - complete tabulation","Final figure, complete","2000","393516",""
"South Africa","1996","Total","Both Sexes","Other Presbyterian Churches","Census - de facto - complete tabulation","Final figure, complete","2000","81255",""
"South Africa","1996","Total","Both Sexes","Other Zionist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","2159257",""
"South Africa","1996","Total","Both Sexes","Refused to answer","Census - de facto - complete tabulation","Final figure, complete","2000","132527",""
"South Africa","1996","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2000","4638897",""
"South Africa","1996","Total","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2000","3614178",""
"South Africa","1996","Total","Both Sexes","St. Engenas Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","12899",""
"South Africa","1996","Total","Both Sexes","St. John's Apostolic Church","Census - de facto - complete tabulation","Final figure, complete","2000","217605",""
"South Africa","1996","Total","Both Sexes","Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","3854899",""
"South Africa","1996","Total","Both Sexes","Other Non-Christians","Census - de facto - complete tabulation","Final figure, complete","2000","1853",""
"South Africa","1996","Total","Both Sexes","Full Gospel Church of God","Census - de facto - complete tabulation","Final figure, complete","2000","237759",""
"South Africa","1996","Total","Both Sexes","Other Adventist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","74599",""
"Sri Lanka","2012","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2016","20359439",""
"Sri Lanka","2012","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2016","14272056",""
"Sri Lanka","2012","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2016","2561299",""
"Sri Lanka","2012","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2016","1967523",""
"Sri Lanka","2012","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","1261194",""
"Sri Lanka","2012","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2016","6400",""
"Sri Lanka","2012","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2016","290967",""
"Sri Lanka","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2009","16929689","69"
"Sri Lanka","2001","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","12986548","69"
"Sri Lanka","2001","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","1312970","69"
"Sri Lanka","2001","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","1435896","69"
"Sri Lanka","2001","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","1035740","69"
"Sri Lanka","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","8353","69"
"Sri Lanka","2001","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","150182","69"
"State of Palestine","2007","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3669244","53"
"State of Palestine","2007","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","43179","53"
"State of Palestine","2007","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","3568020","53"
"State of Palestine","2007","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","1051","53"
"State of Palestine","2007","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","56994","53"
"State of Palestine","1997","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2001","2597616","70,71"
"State of Palestine","1997","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2001","40055","70,71"
"State of Palestine","1997","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2001","2556859","70,71"
"State of Palestine","1997","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2001","300","70,71"
"State of Palestine","1997","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2001","402","70,71"
"Suriname","2012","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2015","541638",""
"Suriname","2012","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2015","262320",""
"Suriname","2012","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2015","120623",""
"Suriname","2012","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2015","75053",""
"Suriname","2012","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2015","66560",""
"Suriname","2012","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2015","17082",""
"Suriname","2004","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2007","492829",""
"Suriname","2004","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","200744",""
"Suriname","2004","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","98240",""
"Suriname","2004","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","66307",""
"Suriname","2004","Total","Both Sexes","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","16291",""
"Suriname","2004","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2007","12258",""
"Suriname","2004","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","77204",""
"Suriname","2004","Total","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2007","21785",""
"Switzerland","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","6587556","72"
"Switzerland","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","320958","72"
"Switzerland","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","16763","72"
"Switzerland","2011","Total","Both Sexes","Reformed Churches","Census - de jure - complete tabulation","Final figure, complete","2012","1830143","72"
"Switzerland","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","2532217","72"
"Switzerland","2011","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","368698","72"
"Switzerland","2011","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","80758","72"
"Switzerland","2011","Total","Both Sexes","No Afiliation","Census - de jure - complete tabulation","Final figure, complete","2012","1356795","72"
"Switzerland","2011","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","81224","72"
"Switzerland","2000","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","7288010",""
"Switzerland","2000","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2003","310807",""
"Switzerland","2000","Total","Both Sexes","Judaism","Census - de facto - complete tabulation","Final figure, complete","2003","17914",""
"Switzerland","2000","Total","Both Sexes","Old Catholic Church","Census - de facto - complete tabulation","Final figure, complete","2003","13312",""
"Switzerland","2000","Total","Both Sexes","Reformed Churches","Census - de facto - complete tabulation","Final figure, complete","2003","2408049",""
"Switzerland","2000","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","3047887",""
"Switzerland","2000","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2003","14385",""
"Switzerland","2000","Total","Both Sexes","Other Protestant","Census - de facto - complete tabulation","Final figure, complete","2003","161075",""
"Switzerland","2000","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2003","57126",""
"Switzerland","2000","Total","Both Sexes","No Afiliation","Census - de facto - complete tabulation","Final figure, complete","2003","809838",""
"Switzerland","2000","Total","Both Sexes","Christian Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","131851",""
"Switzerland","2000","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","315766",""
"Thailand","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","65981659",""
"Thailand","2010","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2012","61746429",""
"Thailand","2010","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2012","789376",""
"Thailand","2010","Total","Both Sexes","Confucian","Census - de jure - complete tabulation","Final figure, complete","2012","16718",""
"Thailand","2010","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2012","41808",""
"Thailand","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","3259340",""
"Thailand","2010","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","66922",""
"Thailand","2010","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2012","46122",""
"Thailand","2010","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2012","14944",""
"Thailand","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Provisional figure","2005","60916441","73"
"Thailand","2000","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Provisional figure","2005","57157751","73"
"Thailand","2000","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Provisional figure","2005","486840","73"
"Thailand","2000","Total","Both Sexes","Confucian","Census - de jure - complete tabulation","Provisional figure","2005","6925","73"
"Thailand","2000","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Provisional figure","2005","52631","73"
"Thailand","2000","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Provisional figure","2005","2777542","73"
"Thailand","2000","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Provisional figure","2005","48156","73"
"Thailand","2000","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Provisional figure","2005","164396","73"
"Thailand","2000","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Provisional figure","2005","222200","73"
"Timor-Leste","2004","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2011","741530","74"
"Timor-Leste","2004","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2011","484","74"
"Timor-Leste","2004","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2011","715285","74"
"Timor-Leste","2004","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2011","191","74"
"Timor-Leste","2004","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2011","2455","74"
"Timor-Leste","2004","Total","Both Sexes","Traditional","Census - de facto - complete tabulation","Final figure, complete","2011","5883","74"
"Timor-Leste","2004","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2011","616","74"
"Timor-Leste","2004","Total","Both Sexes","Protestant Evangelical","Census - de facto - complete tabulation","Final figure, complete","2011","16616","74"
"Tokelau","2016","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2020","1197","75"
"Tokelau","2016","Total","Both Sexes","Christian Congregational","Census - de facto - complete tabulation","Final figure, complete","2020","603","75"
"Tokelau","2016","Total","Both Sexes","New Age","Census - de facto - complete tabulation","Final figure, complete","2020","0","75"
"Tokelau","2016","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2020","71","75"
"Tokelau","2016","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2020","460","75"
"Tokelau","2016","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2020","54","75"
"Tokelau","2016","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2020","0","75"
"Tokelau","2016","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2020","9","75"
"Tokelau","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","1143","54,75"
"Tokelau","2011","Total","Both Sexes","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2013","665","54,75"
"Tokelau","2011","Total","Both Sexes","New Age","Census - de jure - complete tabulation","Final figure, complete","2013","1","75"
"Tokelau","2011","Total","Both Sexes","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","21","54,75"
"Tokelau","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","418","54,75"
"Tokelau","2011","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","32","54,75"
"Tokelau","2011","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2013","6","54,75"
"Tokelau","2006","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2008","1074","76"
"Tokelau","2006","Total","Both Sexes","Christian Congregational","Census - de jure - complete tabulation","Final figure, complete","2008","664","76"
"Tokelau","2006","Total","Both Sexes","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2008","11","76"
"Tokelau","2006","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2008","361","76"
"Tokelau","2006","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2008","36","76"
"Tokelau","2006","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2008","2","76"
"Tonga","2016","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2019","100266",""
"Tonga","2016","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","2019","697",""
"Tonga","2016","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2019","2347",""
"Tonga","2016","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2019","755",""
"Tonga","2016","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2019","60",""
"Tonga","2016","Total","Both Sexes","Church of Tonga","Census - de facto - complete tabulation","Final figure, complete","2019","6868",""
"Tonga","2016","Total","Both Sexes","Free Church of Tonga","Census - de facto - complete tabulation","Final figure, complete","2019","11896",""
"Tonga","2016","Total","Both Sexes","Free Wesleyan Church","Census - de facto - complete tabulation","Final figure, complete","2019","35082",""
"Tonga","2016","Total","Both Sexes","Full Gospel Church","Census - de facto - complete tabulation","Final figure, complete","2019","287",""
"Tonga","2016","Total","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2019","18673",""
"Tonga","2016","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2019","14276",""
"Tonga","2016","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2019","2249",""
"Tonga","2016","Total","Both Sexes","Tokaikolo Christian Church","Census - de facto - complete tabulation","Final figure, complete","2019","1562",""
"Tonga","2016","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2019","921",""
"Tonga","2016","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2019","3016",""
"Tonga","2016","Total","Both Sexes","Refused to answer","Census - de facto - complete tabulation","Final figure, complete","2019","104",""
"Tonga","2016","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2019","516",""
"Tonga","2016","Total","Both Sexes","Constitutional Church of Tonga","Census - de facto - complete tabulation","Final figure, complete","2019","957",""
"Tonga","2006","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","101991",""
"Tonga","2006","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2009","765",""
"Tonga","2006","Total","Both Sexes","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2009","2350",""
"Tonga","2006","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2009","686",""
"Tonga","2006","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2009","71",""
"Tonga","2006","Total","Both Sexes","Church of Tonga","Census - de jure - complete tabulation","Final figure, complete","2009","7295",""
"Tonga","2006","Total","Both Sexes","Free Church of Tonga","Census - de jure - complete tabulation","Final figure, complete","2009","11599",""
"Tonga","2006","Total","Both Sexes","Free Wesleyan Church","Census - de jure - complete tabulation","Final figure, complete","2009","38052",""
"Tonga","2006","Total","Both Sexes","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2009","243",""
"Tonga","2006","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2009","104",""
"Tonga","2006","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2009","47",""
"Tonga","2006","Total","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2009","17109",""
"Tonga","2006","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2009","15922",""
"Tonga","2006","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2009","2282",""
"Tonga","2006","Total","Both Sexes","Tokaikolo Christian Church","Census - de jure - complete tabulation","Final figure, complete","2009","2597",""
"Tonga","2006","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2009","202",""
"Tonga","2006","Total","Both Sexes","Refused to answer","Census - de jure - complete tabulation","Final figure, complete","2009","1509",""
"Tonga","2006","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2009","28",""
